"","SampleSite_ID","Latitude","Longitude","MapPageID","Aspect","Elevation","Slope","TWI","Zone","Subzone","Variant","Solar_Radiation","PARENT_SOILS","SOILNAME_1","TEXTURE_1","PERCENT_1","DRAIN_1","COFRAG_1","SOILNAME_2","TEXTURE_2","PERCENT_2","DRAIN_2","COFRAG_2","SOILNAME_3","TEXTURE_3","PERCENT_3","DRAIN_3","COFRAG_3","Fire_Year_1","Fire_Number_1","Fire_Date_1","Fire_Severity_1","Severity_Patch_Size_1","Species_1","Age_1","Height_1","Crown_Closure_1","Disturbance_Type_1","Disturbance_Date_1","Harvest_Date_1","Fire_Year_2","Fire_Number_2","Fire_Date_2","Fire_Severity_2","Severity_Patch_Size_2","Species_2","Age_2","Height_2","Crown_Closure_2","Disturbance_Type_2","Disturbance_Date_2","Harvest_Date_2","Distance_to_Perimeter","Card","Beers_aspect","Azimuth"
"311",1107,51.99437212,-123.2507777,65,348.6900635,904,3.824264526,9.12173748,"IDF","xm",NA,977816.3828,"GLACIOLACUSTRINE ","ZENZAKO","SIL",100,"MW",5,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Medium",2717.866731,"FDI",149,19,50,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,197.5699903,1107,0.163435720017653,"N"
"312",1108,51.99402291,-123.2362028,65,57.09475708,843,5.062114239,9.293304443,"IDF","xm",NA,974716.1476,"GLACIOLACUSTRINE ","ZENZAKO","SIL",100,"MW",5,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Unburned",5.246652827,"FDI",149,20.1,40,"","","1986-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1108,1.99997547095994,"E"
"313",1109,51.99367185,-123.221628,65,173.6598053,842,11.31923103,6.090690136,"IDF","xm",NA,1049342.197,"GLACIOLACUSTRINE ","WILLIAMS LAKE","SIL",85,"MW",19,"CHIMNEY","CL",15,"I",35,"","-",NA,"",NA,2017,"C50647","2017-07-07","Medium",455.0128899,"FDI",129,18.5,40,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,163.5014438,1109,0.0504868369509168,"S"
"314",1110,51.9929642,-123.1924792,65,45,794,3.535533905,7.254329205,"IDF","xm",NA,970784.6468,"GLACIOLACUSTRINE ","WILLIAMS LAKE","SIL",85,"MW",19,"CHIMNEY","CL",15,"I",35,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",203.7844506,"FDI",129,18.5,40,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,69.77593804,1110,1.89399666360056,"E"
"315",1111,51.99116278,-123.1196115,66,270,1019,2,7.824046135,"IDF","xm",NA,1015540.154,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4364.647371,"FDI",288,26.7,30,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,49.11732549,1111,1.74513326455741,"W"
"316",1113,51.98968843,-123.0613216,66,315,1079,1.767766953,11.68514633,"IDF","dk",4,1014372.671,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4364.647371,"PLI",72,12,17,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,140.025496,1113,1.95891572341431,"N"
"317",1114,51.98894018,-123.0321782,66,97.43141174,1125,5.798706532,6.759558678,"IDF","dk",4,1032988.359,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4364.647371,"PLI",118,15.1,50,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,25.73634283,1114,0.127770515036019,"E"
"318",1115,51.98818455,-123.0030358,66,220.9143829,1154,4.962358475,8.994753838,"IDF","dk",4,1055146.449,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4364.647371,"PLI",65,11.8,22,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,85.06612632,1115,1.90053248105855,"S"
"319",1123,52.01606654,-123.8480951,60,198.4349518,1096,1.581138849,8.059047699,"SBPS","xc",NA,1035558.642,"TILL ","SHEMWELL","SL",60,"W",28,"HAWKS","SIL",25,"R",25,"WILLIAMS LAKE","SIL",15,"MW",19,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",6,0.8,5,"","","2001-07-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,1080.548405,1123,0.000740219733233349,"S"
"320",1124,52.01579298,-123.8335086,60,104.0362473,1090,2.061552763,7.793733597,"SBPS","xc",NA,1028372.471,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",6,0.8,5,"","","2001-07-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,2052.368774,1124,0.0178833314870497,"E"
"321",1125,52.01551757,-123.8189222,61,135,1087,0.707106769,9.962379456,"SBPS","xc",NA,1027525.795,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",100,15.9,10,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,3041.758004,1125,0.19884736426617,"S"
"322",1131,52.01206856,-123.6439008,62,351.135376,921,27.57943153,7.39734745,"IDF","xm",NA,805311.7403,"GLACIOFLUVIAL ","WHISKEY CREEK","SL",60,"W",23,"WHISKEY CREEK","SL",25,"W",NA,"CHIMNEY","CL",15,"W",35,2010,"C50234","2010-07-27","Unknown",11638.69371,"FDI",241,22.6,30,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,317.1464728,1131,1.29045437305476,"N"
"323",1134,52.01085979,-123.5855667,62,10.30484676,1039,5.590169907,7.489330769,"IDF","dk",4,985172.5143,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50238","2010-07-27","Unknown",11638.69371,"FDI",112,17.2,50,"IBM","2005-01-01","",NA,"C50234","","",NA,"",NA,NA,NA,"","",NA,437.9165474,1134,0.0529818597190358,"N"
"324",1135,52.01055297,-123.5709836,62,278.1300964,1040,1.767766953,9.55691433,"IDF","dk",4,1017698.938,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50234","2010-07-27","Unknown",11638.69371,"PLI",14,2.2,10,"","","1994-04-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,290.8734694,1135,1.4385161293544,"W"
"325",1139,52.00539283,-123.337684,64,76.6075058,1049,5.39675808,6.831395149,"IDF","dk",4,1011002.155,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Unburned",6.341663069,"FDI",41,11.2,25,"","","1986-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1139,1.79232329895101,"E"
"326",1142,52.00228254,-123.2064781,65,14.7435627,779,4.911720753,6.925569057,"IDF","xm",NA,955589.7165,"GLACIOLACUSTRINE ","WILLIAMS LAKE","SIL",70,"MW",19,"CHIMNEY","CL",30,"W",35,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4150.473278,"FDI",129,18.5,40,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,62.16312265,1142,0.946722954434967,"N"
"327",1144,51.99976005,-123.1044423,66,71.56504822,1031,0.790569425,19.39985657,"IDF","dk",4,1015520.329,"TILL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4364.647371,"FDI",128,18.6,22,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,111.2443033,1144,0.679630010603657,"E"
"328",1145,51.99939231,-123.0898667,66,164.0546112,1052,3.640054941,7.225194454,"IDF","dk",4,1040352.293,"FLUVIAL ","TYEE","SL",60,"MW",20,"TYEE","SIL",40,"MW",15,"","-",NA,"",NA,2017,"C50647","2017-07-07","Medium",103.7493213,"PLI",78,13.7,12,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,231.2238749,1145,1.99039660193911,"S"
"329",1148,51.99827802,-123.0461414,66,335.2248535,1090,7.158910751,8.851420403,"IDF","dk",4,981759.0851,"TILL ","HAWKS","SIL",100,"R",25,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Medium",55.97380736,"PLI",83,12.9,15,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,90.43928791,1148,0.907987913996054,"N"
"330",1153,52.03238185,-124.285417,59,116.5650482,1020,2.23606801,13.98911762,"SBPS","xc",NA,1021747.583,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2003,"C50199","2003-07-18","Unknown",1744.663968,"PLI",135,11.77867031,10,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,1238.050902,1153,0.0256480822872396,"E"
"331",1155,52.03194367,-124.2562282,59,303.6900635,1061,1.802775621,7.927865982,"SBPS","xc",NA,1015645.189,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2003,"C50199","2003-07-18","Unknown",1744.663968,"PLI",65,6.544439793,50,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,70.31295751,1155,1.02671786871153,"W"
"332",1160,52.0242064,-123.8038834,51,11.30993271,1106,1.274754882,9.883877754,"SBPS","xc",NA,1020708.09,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",101,18.6,30,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,4058.110125,1160,0.763526252904913,"N"
"333",1164,52.02192139,-123.6871769,52,170.537674,1036,3.041381359,7.404881477,"IDF","dk",4,1035913.243,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",100,14.8,30,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,318.1643123,1164,1.94322818690062,"S"
"334",1165,52.02133166,-123.6580022,52,30.96375656,867,1.457737923,9.238920212,"IDF","xm",NA,982937.3533,"GLACIOFLUVIAL ","HAWKS","SIL",80,"R",25,"TYEE","SL",20,"MW",20,"","-",NA,"",NA,2010,"C50238","2010-07-27","Unknown",11638.69371,"PLI",105,11.9,50,"IBM","2005-01-01","",NA,"C50234","","",NA,"",NA,NA,NA,"","",NA,176.6475302,1165,1.53586579914794,"N"
"335",1166,52.02103402,-123.6434152,52,53.13010406,857,2.5,7.600902557,"IDF","xm",NA,982597.8874,"GLACIOFLUVIAL ","HAWKS","SIL",80,"R",25,"TYEE","SL",20,"MW",20,"","-",NA,"",NA,2010,"C50238","2010-07-27","Unknown",11638.69371,"PLI",111,15.7,30,"IBM","2005-01-01","",NA,"C50234","","",NA,"",NA,NA,NA,"","",NA,435.3452977,1166,0.325171858627176,"E"
"336",1167,52.02073454,-123.6288283,52,30.96375656,866,2.915475845,9.749745369,"IDF","xm",NA,977722.9635,"GLACIOFLUVIAL ","WHISKEY CREEK","SL",60,"W",23,"WHISKEY CREEK","SL",25,"W",NA,"CHIMNEY","CL",15,"W",35,2010,"C50238","2010-07-27","Unknown",11638.69371,"FDI",261,24.6,30,"IBM","1985-01-01","",NA,"C50234","","",NA,"",NA,NA,NA,"","",NA,617.7859177,1167,1.53586579914794,"N"
"337",1170,52.01982501,-123.585069,52,341.5650635,1023,3.952847004,7.142757416,"IDF","dk",4,994125.9529,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50238","2010-07-27","Unknown",11638.69371,"PLI",113,17.8,30,"IBM","2005-01-01","",NA,"C50234","","",NA,"",NA,NA,NA,"","",NA,1176.59453,1170,0.851385458334739,"N"
"338",1171,52.01951813,-123.570483,52,300.9637451,1034,1.457737923,9.749745369,"IDF","dk",4,1013973.674,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50234","2010-07-27","Unknown",11638.69371,"",NA,NA,NA,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,1285.4909,1171,1.3788498639922,"W"
"339",1173,52.01827217,-123.5121409,53,344.744873,1044,2.850438595,12.40419483,"IDF","dk",4,1003346.124,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50234","2010-07-27","Unknown",11638.69371,"PLI",142,16.1,40,"IBM","2005-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,327.0636592,1173,1.18628928425979,"N"
"340",1175,52.01333662,-123.293389,54,69.30455017,1010,12.02601337,7.639559269,"IDF","dk",4,983671.6042,"TILL ","CHASM","LS",60,"MW",44,"CHASM","LS",40,"W",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Medium",45.5128023,"FDI",232,23.2,34,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,227.6558809,1175,1.93462908761848,"E"
"341",1180,52.00872307,-123.1038456,56,225,1055,4.949747562,7.611003876,"IDF","dk",4,1039815.989,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4364.647371,"PLI",71,11.7,23,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,135.0068793,1180,0.823954053528789,"W"
"342",1182,52.0079856,-123.0746887,56,204.4439545,1089,6.04152298,11.46346951,"IDF","dk",4,1055739.072,"FLUVIAL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4364.647371,"PLI",76,11.8,16,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,935.4280524,1182,0.0484817034970684,"S"
"343",1185,52.00648851,-123.0163779,56,138.5763397,1153,5.667891979,7.880988598,"IDF","dk",4,1057477.509,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4364.647371,"PLI",29,6.8,15,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,178.1986358,1185,1.97868670756907,"S"
"344",1186,52.00610963,-123.0018008,56,153.4349518,1143,6.708203793,6.613862038,"IDF","dk",4,1064876.702,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Medium",60.62317301,"PLI",89,13.7,8,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,427.0581461,1186,0.50780057759471,"S"
"345",1192,52.04156585,-124.299661,59,347.0053711,1007,3.335416079,7.312595844,"SBPS","xc",NA,994647.8935,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2003,"C50199","2003-07-18","Unknown",1744.663968,"PLI",135,19.82549095,50,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,171.4676526,1192,1.63939457804442,"N"
"346",1196,52.04068932,-124.2412714,59,206.5650482,1056,2.23606801,13.94295597,"SBPS","xc",NA,1032462.848,"TILL ","NO SOILS DATA","",0,"",0,"","",0,"",0,"","",0,"",0,2003,"C50199","2003-07-18","Unknown",1744.663968,"PLI",135,14.53110027,40,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,91.94427266,1196,1.23540563666021,"S"
"347",1199,52.03344979,-123.8180228,51,254.7448883,1095,2.850438595,7.469720364,"SBPS","xc",NA,1030375.539,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",101,18.6,30,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,2652.668245,1199,0.0381773031490469,"W"
"348",1200,52.03317242,-123.8034306,51,90,1086,1,9.615805626,"SBPS","xc",NA,1025165.006,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",101,18.6,30,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,3493.673515,1200,1.088368686104,"E"
"349",1201,52.03175787,-123.7304726,51,11.30993271,1053,1.274754882,8.274439812,"SBPS","xc",NA,1013692.277,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",70,11.9,60,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,3233.733725,1201,0.763526252904913,"N"
"350",1203,52.03117911,-123.7012907,51,21.80140877,1048,2.692582369,7.526692867,"SBPS","xc",NA,1004769.289,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",70,11.9,60,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,1577.798471,1203,0.263444850660712,"N"
"351",1204,52.03088696,-123.6867001,52,27.8972702,1045,4.808845997,9.779949188,"IDF","dk",4,993312.4713,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",100,14.8,30,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,668.8601729,1204,0.402292007172132,"N"
"352",1205,52.02999941,-123.6429293,52,160.2777252,935,28.15137672,8.069969177,"IDF","xm",NA,1117804.143,"GLACIOFLUVIAL ","WHISKEY CREEK","SL",60,"W",23,"WHISKEY CREEK","SL",25,"W",NA,"CHIMNEY","CL",15,"W",35,2012,"C50033","2012-05-12","Unknown",45.74864737,"FDI",201,19,30,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,196.5326256,1205,0.120789422476671,"S"
"353",1207,52.02817444,-123.5553933,52,90,1049,1,8.517193794,"IDF","dk",4,1020704.574,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50234","2010-07-27","Unknown",11638.69371,"PLI",132,14.3,40,"IBM","2005-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,1422.753707,1207,1.088368686104,"E"
"354",1209,52.02755133,-123.5262162,53,-1,1043,0,10.81977844,"IDF","dk",4,1019955.692,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50234","2010-07-27","Unknown",11638.69371,"",NA,NA,NA,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,1279.910667,1209,1.01770192510541,"N"
"355",1210,52.02723701,-123.511628,53,108.4349518,1038,0.790569425,8.752195358,"IDF","dk",4,1020657.983,"ORGANIC ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50234","2010-07-27","Unknown",11638.69371,"PLI",132,14.3,20,"IBM","2005-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,332.9524837,1210,1.482133421321,"E"
"356",1211,52.02563768,-123.4386902,53,261.8699036,1048,1.767766953,8.640623093,"IDF","dk",4,1021894.614,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50234","2010-07-27","Unknown",11638.69371,"PLI",112,16.7,60,"IBM","2005-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,1068.991827,1211,0.15520793566131,"W"
"357",1214,52.02264251,-123.307416,54,18.43494797,1021,2.371708155,7.653582573,"IDF","dk",4,1003354.056,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Unburned",1.8173185,"FDI",100,11.1,24,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1214,1.56719409484756,"N"
"358",1216,52.0219566,-123.2782464,54,29.05460358,860,5.147815228,12.06600666,"IDF","xm",NA,965360.8173,"GLACIOLACUSTRINE ","ZENZAKO","SIL",60,"MW",5,"GAY LAKE","SICL",25,"MW",1,"ZENZAKO","SIL",15,"I",5,2017,"C50647","2017-07-07","Low",4150.473278,"FDI",186,23.3,40,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,247.6135019,1216,0.0256937294984454,"N"
"359",1219,52.02091388,-123.2344938,55,51.34019089,788,12.80624866,6.660407543,"IDF","xm",NA,932370.0704,"GLACIOLACUSTRINE ","WHISKEY CREEK","SL",60,"W",23,"WHISKEY CREEK","SL",25,"W",NA,"CHIMNEY","CL",15,"W",35,2017,"C50647","2017-07-07","Low",4150.473278,"FDI",118,17.7,60,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,58.59007403,1219,1.86701560903814,"E"
"360",1220,52.01768601,-123.1032487,56,155.9734955,1168,22.71838379,5.39401865,"IDF","dk",4,1134833.846,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Unburned",49.83685975,"FDI",155,14.5,21,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,0,1220,0.911680893893303,"S"
"361",1221,52.01731813,-123.0886672,56,180,1133,1.5,8.111728668,"IDF","dk",4,1038155.606,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Medium",455.6545724,"PLI",63,10.3,26,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,377.9105037,1221,0.0699051219954746,"S"
"362",1222,52.0169484,-123.0740858,56,215.8376465,1161,11.10180187,6.110085964,"IDF","dk",4,1082430.623,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4364.647371,"FDI",100,15.6,33,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,457.2627971,1222,0.914647721220991,"S"
"363",1225,52.01507206,-123.001183,56,220.2363586,1211,4.25734663,7.068547249,"IDF","dk",4,1059927.813,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4364.647371,"PLI",33,7.9,10,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,58.75933279,1225,1.97407051014327,"S"
"364",1232,52.04296509,-123.8467637,50,18.43494797,1090,2.371708155,12.56623745,"SBPS","xc",NA,1011954.438,"TILL ","SHEMWELL","SL",60,"W",28,"HAWKS","SIL",25,"R",25,"WILLIAMS LAKE","SIL",15,"MW",19,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",101,18.6,30,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,610.9012937,1232,1.56719409484756,"N"
"365",1235,52.04213837,-123.8029776,51,3.814074755,1065,3.758324146,12.08356953,"SBPS","xc",NA,999329.4543,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",101,18.6,30,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,2654.095771,1235,0.00711836056921844,"N"
"366",1237,52.04129501,-123.7591932,51,180,1056,0.5,10.59663486,"SBPS","xc",NA,1024226.85,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",100,14.8,40,"IBM","1985-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,2299.704335,1237,0.0699051219954746,"S"
"367",1239,52.04072353,-123.7300045,51,333.4349365,1056,1.118034005,10.60284615,"SBPS","xc",NA,1015114.585,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2009,"C50418","2009-07-30","Unknown",67735.53928,"PLI",70,11.9,60,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,2362.515471,1239,1.99194908717143,"N"
"368",1245,52.03775523,-123.584073,52,290.0952454,884,21.82888031,5.433959484,"IDF","xm",NA,931582.1336,"GLACIOFLUVIAL ","CHASM","LS",60,"MW",44,"CHASM","LS",40,"W",NA,"","-",NA,"",NA,2010,"C50234","2010-07-27","Unknown",11638.69371,"FDI",121,15.7,60,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,332.1901983,1245,1.86998334104057,"W"
"369",1247,52.03588555,-123.4965239,53,45,1048,2.474873781,8.304151535,"IDF","dk",4,1009731.208,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50234","2010-07-27","Unknown",11638.69371,"PLI",133,17.7,50,"IBM","2005-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,296.186107,1247,1.89399666360056,"E"
"370",1249,52.03460213,-123.4381621,53,243.4349518,1044,1.118034005,10.19738102,"IDF","dk",4,1022874.158,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50234","2010-07-27","Unknown",11638.69371,"PLI",112,16.7,60,"IBM","2005-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,1162.844326,1249,0.442333152174703,"W"
"371",1251,52.03362017,-123.394393,54,337.8336487,1050,7.28869009,6.530869484,"IDF","dk",4,978265.0098,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2010,"C50234","2010-07-27","Unknown",11638.69371,"PLI",133,19.2,40,"IBM","2005-01-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,108.9178187,1251,0.573467979677276,"N"
"372",1253,52.03126427,-123.2922729,54,45,991,3.8890872,7.159018993,"IDF","dk",4,995670.3568,"TILL ","TYEE","SL",100,"MW",20,"","-",NA,"",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4150.473278,"FDI",164,19.8,36,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,354.2641669,1253,1.89399666360056,"E"
"373",1255,52.03057453,-123.2630978,55,280.3048401,842,11.18033981,6.796183586,"IDF","xm",NA,973877.6078,"GLACIOLACUSTRINE ","WHISKEY CREEK","SL",60,"W",23,"WHISKEY CREEK","SL",25,"W",NA,"CHIMNEY","CL",15,"W",35,2017,"C50647","2017-07-07","Low",16.68122932,"FDI",188,25.6,50,"","","1986-01-01",NA,"","","",NA,"",NA,NA,NA,"","",NA,60.01774868,1255,0.0112289898277337,"W"
"374",1257,52.027015,-123.1172364,56,247.6198578,1185,27.5771637,5.200205326,"IDF","dk",4,1066614.484,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Low",4364.647371,"FDI",107,19.5,35,"","","",NA,"","","",NA,"",NA,NA,NA,"","",NA,135.1453202,1257,0.563467432953996,"W"
"375",1258,52.02664889,-123.1026516,56,79.04593658,1316,47.36296082,5.352499962,"IDF","dk",4,919913.1972,"TILL ","TYEE","SL",85,"W",NA,"UNDIFFERENTIATED BEDROCK","-",15,"-",NA,"","-",NA,"",NA,2017,"C50647","2017-07-07","Medium",455.6545724,"FDI",98,17.2,39,"IBM","2003-08-01","",NA,"","","",NA,"",NA,NA,NA,"","",NA,216.1494159,1258,0.00110303964517389,"E"
